id;url;latitude;longitude;condition;price;area_sqm;floor;total_floors;rooms;build_year
3047237;https://www.kv.ee/3047237;59.4084268;24.6825302;Heas korras;500.0;43.6;1.0;5.0;2.0;
3049322;https://www.kv.ee/3049322;59.4347778;24.8172492;;500.0;43.6;2.0;5.0;2.0;
3070187;https://www.kv.ee/3070187;59.4410854;24.7498488;Uus;990.0;50.0;1.0;2.0;2.0;2016.0
3079121;https://www.kv.ee/3079121;59.4426098;24.7274964000001;Renoveeritud;430.0;43.0;;;2.0;1920.0
3083975;https://www.kv.ee/3083975;59.4436986;24.7058848;Heas korras;400.0;39.5;3.0;4.0;2.0;1962.0
3093696;https://www.kv.ee/3093696;59.4431416;24.7024444;Keskmine;470.0;49.0;4.0;5.0;2.0;1966.0
3098934;https://www.kv.ee/3098934;59.4372667;24.7110029;Renoveeritud;290.0;16.0;2.0;5.0;1.0;
3107346;https://www.kv.ee/3107346;59.3998628;24.6616069;Renoveeritud;340.0;16.0;4.0;5.0;1.0;
3108073;https://www.kv.ee/3108073;59.4409168;24.8095492;Heas korras;590.0;51.2;2.0;5.0;2.0;2004.0
3121263;https://www.kv.ee/3121263;59.4416264;24.8458088;Renoveeritud;425.0;32.8;7.0;9.0;1.0;1981.0
3137112;https://www.kv.ee/3137112;59.3867795;24.6869583;Heas korras;570.0;42.0;1.0;4.0;2.0;
3140187;https://www.kv.ee/3140187;59.4357335;24.7688445;Uus;1290.0;114.4;1.0;5.0;4.0;1912.0
3146342;https://www.kv.ee/3146342;59.4068538;24.7116227;Uus;800.0;46.3;3.0;4.0;2.0;2019.0
3150428;https://www.kv.ee/3150428;59.4062229;24.676323;Renoveeritud;260.0;12.0;4.0;5.0;1.0;
3150586;https://www.kv.ee/3150586;59.4341945;24.7738786;Heas korras;1450.0;100.8;5.0;7.0;3.0;2007.0
3154599;https://www.kv.ee/3154599;59.430029400957885;24.772763503069022;Uus;1290.0;97.8;4.0;6.0;3.0;2015.0
3155320;https://www.kv.ee/3155320;59.420892;24.6934992;Heas korras;359.0;16.0;4.0;8.0;1.0;2019.0
3157155;https://www.kv.ee/3157155;59.4054533;24.6722572;Renoveeritud;490.0;47.0;2.0;5.0;2.0;
3163397;https://www.kv.ee/3163397;59.4418454;24.7322719;Renoveeritud;700.0;80.0;3.0;3.0;2.0;2008.0
3165350;https://www.kv.ee/3165350;59.4367771;24.7624367;Renoveeritud;499.0;37.0;1.0;5.0;1.0;
3175569;https://www.kv.ee/3175569;59.4485166;24.700705;Heas korras;799.0;54.7;5.0;7.0;3.0;2019.0
3178951;https://www.kv.ee/3178951;59.4290575;24.7720098;Uus;990.0;74.0;3.0;5.0;3.0;2018.0
3179503;https://www.kv.ee/3179503;59.4118494;24.7463635;San. remont tehtud;199.0;11.0;2.0;2.0;1.0;2014.0
3180341;https://www.kv.ee/3180341;59.4134721;24.6770845;Uus;340.0;14.3;4.0;4.0;1.0;2019.0
3180643;https://www.kv.ee/3180643;59.420892;24.6934992;Heas korras;299.0;17.0;5.0;8.0;1.0;2019.0
3180656;https://www.kv.ee/3180656;59.420892;24.6934992;Heas korras;339.0;21.0;4.0;8.0;1.0;2019.0
3180716;https://www.kv.ee/3180716;59.4604154;24.8815245000001;Heas korras;550.0;63.0;;;2.0;2004.0
3188487;https://www.kv.ee/3188487;59.4419649;24.8926619;Uus;550.0;51.6;8.0;9.0;2.0;2018.0
3196913;https://www.kv.ee/3196913;59.4444875;24.8763229;Renoveeritud;340.0;34.0;7.0;9.0;1.0;
3196945;https://www.kv.ee/3196945;59.449579;24.723883;Uus;600.0;27.0;2.0;5.0;1.0;2019.0
3198759;https://www.kv.ee/3198759;59.4265826;24.7511638;Heas korras;645.0;52.0;1.0;5.0;2.0;2014.0
3202415;https://www.kv.ee/3202415;59.4431378;24.7281171;Renoveeritud;750.0;53.3;1.0;2.0;2.0;1917.0
3202644;https://www.kv.ee/3202644;59.4148965;24.7424336;Heas korras;900.0;71.1;3.0;3.0;2.0;2015.0
3215116;https://www.kv.ee/3215116;59.4434011;24.7288154;San. remont tehtud;425.0;30.0;2.0;2.0;1.0;
3217933;https://www.kv.ee/3217933;59.3993313;24.6828236;Renoveeritud;600.0;48.0;1.0;5.0;3.0;
3224365;https://www.kv.ee/3224365;59.4495393;24.6979845;Renoveeritud;250.0;17.5;3.0;4.0;1.0;
3228602;https://www.kv.ee/3228602;59.4372788;24.7465934;Heas korras;1200.0;49.0;9.0;10.0;1.0;2005.0
3229956;https://www.kv.ee/3229956;59.3974437;24.7137489;Renoveeritud;460.0;50.0;1.0;5.0;1.0;1980.0
3231869;https://www.kv.ee/3231869;59.4445855;24.7224904;Renoveeritud;490.0;45.0;2.0;2.0;2.0;1903.0
3232878;https://www.kv.ee/3232878;59.4008387;24.7239045;Renoveeritud;600.0;41.0;2.0;3.0;2.0;1940.0
3236723;https://www.kv.ee/3236723;59.4083068;24.6911218;Uus;750.0;51.4;3.0;10.0;3.0;2019.0
3236738;https://www.kv.ee/3236738;59.4083068;24.6911218;Uus;500.0;25.8;4.0;10.0;1.0;2019.0
3238518;https://www.kv.ee/3238518;59.4313073;24.7503491;Heas korras;650.0;67.1;3.0;5.0;2.0;
3239720;https://www.kv.ee/3239720;59.4486684;24.7014821;Heas korras;649.0;37.3;2.0;7.0;2.0;2019.0
3242828;https://www.kv.ee/3242828;59.4300542;24.773142;Uus;1390.0;88.3;5.0;6.0;4.0;2016.0
3245795;https://www.kv.ee/3245795;59.4328329;24.7607151;Heas korras;1290.0;70.0;12.0;30.0;3.0;
3252764;https://www.kv.ee/3252764;59.4168808;24.7311346;Heas korras;700.0;68.0;2.0;4.0;3.0;
3254891;https://www.kv.ee/3254891;59.397905960985;24.69940982191;Valmis;550.0;54.7;6.0;7.0;2.0;2007.0
3256494;https://www.kv.ee/3256494;59.435366;24.7775333;Heas korras;900.0;78.0;4.0;5.0;3.0;2003.0
3258350;https://www.kv.ee/3258350;59.4062234;24.6744931;Heas korras;250.0;12.0;1.0;4.0;1.0;
3266851;https://www.kv.ee/3266851;59.42888578469977;24.741245510941308;Heas korras;1100.0;93.9;2.0;8.0;3.0;2002.0
3272451;https://www.kv.ee/3272451;59.4379038;24.7020188;Heas korras;970.0;70.3;2.0;5.0;3.0;2011.0
3272589;https://www.kv.ee/3272589;59.4253673;24.7313359;Renoveeritud;495.0;40.0;3.0;3.0;2.0;1900.0
3277381;https://www.kv.ee/3277381;59.4279699;24.7329306;Renoveeritud;349.0;13.4;3.0;4.0;1.0;1958.0
3288601;https://www.kv.ee/3288601;59.4392467;24.7573781;Heas korras;1325.0;67.6;5.0;7.0;3.0;2017.0
3292154;https://www.kv.ee/3292154;59.4331299;24.7699697;Heas korras;655.0;64.0;2.0;7.0;2.0;
3292527;https://www.kv.ee/3292527;59.4309029;24.7734919;Heas korras;650.0;47.5;1.0;4.0;3.0;1936.0
3294768;https://www.kv.ee/3294768;59.4355872;24.759753;Renoveeritud;850.0;67.9;3.0;5.0;3.0;
3302037;https://www.kv.ee/3302037;59.455662;24.6817906;;270.0;18.0;1.0;5.0;1.0;1969.0
3302181;https://www.kv.ee/3302181;59.4304599;24.7448281;Renoveeritud;850.0;58.6;4.0;5.0;3.0;1936.0
3310326;https://www.kv.ee/3310326;59.4094172;24.6667048;Heas korras;630.0;36.5;5.0;7.0;2.0;2020.0
3310634;https://www.kv.ee/3310634;59.4289322;24.7504303;Heas korras;600.0;47.6;3.0;5.0;2.0;2003.0
3311067;https://www.kv.ee/3311067;59.4089841;24.7292685;Uus;765.0;46.0;10.0;20.0;2.0;2020.0
3311286;https://www.kv.ee/3311286;59.4030696;24.6502084;Heas korras;399.0;15.3;;;1.0;2020.0
3315365;https://www.kv.ee/3315365;59.4180787;24.7423464;Heas korras;350.0;14.5;2.0;3.0;1.0;
3322785;https://www.kv.ee/3322785;59.427708;24.7694669;Heas korras;400.0;29.0;2.0;3.0;1.0;
3324278;https://www.kv.ee/3324278;59.4054369;24.7326324;Renoveeritud;330.0;13.4;3.0;3.0;1.0;
3327888;https://www.kv.ee/3327888;59.4274012;24.7363049;Uus;1250.0;68.5;5.0;8.0;3.0;2020.0
3331319;https://www.kv.ee/3331319;59.4030696;24.6502084;Heas korras;459.0;21.1;4.0;4.0;2.0;2020.0
3333980;https://www.kv.ee/3333980;59.4400574;24.8077261;Renoveeritud;699.0;64.1;2.0;4.0;2.0;2006.0
3335850;https://www.kv.ee/3335850;59.4304599;24.7448281;Renoveeritud;990.0;62.7;5.0;5.0;3.0;1936.0
3338741;https://www.kv.ee/3338741;59.4009043;24.6601889;Heas korras;490.0;51.0;4.0;4.0;3.0;1973.0
3339909;https://www.kv.ee/3339909;59.4274272;24.7342194;Renoveeritud;235.0;60.0;2.0;3.0;1.0;
3349538;https://www.kv.ee/3349538;59.4287378;24.7671517;Uus;490.0;35.0;5.0;9.0;1.0;1977.0
3357300;https://www.kv.ee/3357300;59.4424209;24.8790817;Renoveeritud;380.0;34.0;4.0;9.0;1.0;
3360008;https://www.kv.ee/3360008;59.4356671;24.7444543;Uus;680.0;24.0;4.0;5.0;1.0;1905.0
3362491;https://www.kv.ee/3362491;59.3838324;24.6696548;Uus;700.0;43.0;1.0;2.0;2.0;2020.0
3363563;https://www.kv.ee/3363563;59.420396;24.6489526;Heas korras;389.0;15.0;4.0;5.0;1.0;2021.0
3363595;https://www.kv.ee/3363595;59.420396;24.6489526;Heas korras;429.0;18.0;4.0;5.0;1.0;2021.0
3363622;https://www.kv.ee/3363622;59.420396;24.6489526;Heas korras;539.0;22.0;5.0;5.0;1.0;2021.0
3363625;https://www.kv.ee/3363625;59.420396;24.6489526;Heas korras;579.0;24.0;5.0;5.0;2.0;2021.0
3363626;https://www.kv.ee/3363626;59.3992072;24.6641108;Heas korras;489.0;18.0;1.0;4.0;1.0;
3363632;https://www.kv.ee/3363632;59.3992072;24.6641108;Heas korras;469.0;19.0;1.0;4.0;1.0;
3363634;https://www.kv.ee/3363634;59.3992072;24.6641108;Heas korras;579.0;24.0;2.0;4.0;2.0;
3363636;https://www.kv.ee/3363636;59.3992072;24.6641108;Heas korras;619.0;27.0;2.0;4.0;2.0;
3363637;https://www.kv.ee/3363637;59.3992072;24.6641108;Heas korras;459.0;21.0;4.0;4.0;1.0;
3363639;https://www.kv.ee/3363639;59.3992072;24.6641108;Heas korras;499.0;25.0;4.0;4.0;1.0;
3370120;https://www.kv.ee/3370120;59.3838324;24.6696548;Uus;700.0;43.0;1.0;2.0;2.0;2020.0
3371368;https://www.kv.ee/3371368;59.4290551;24.7920668;Renoveeritud;225.0;10.0;4.0;5.0;1.0;
3376422;https://www.kv.ee/3376422;59.4395322;24.7442554;Renoveeritud;2500.0;188.5;1.0;3.0;4.0;
3377895;https://www.kv.ee/3377895;59.4099722;24.6645056;Uus;575.0;41.5;6.0;11.0;2.0;2021.0
3385784;https://www.kv.ee/3385784;59.4304599;24.7448281;Renoveeritud;850.0;60.0;6.0;6.0;3.0;1936.0
3390772;https://www.kv.ee/3390772;59.4481441;24.8685527;Keskmine;590.0;64.8;1.0;9.0;3.0;1987.0
3392262;https://www.kv.ee/3392262;59.426596;24.7319115;Renoveeritud;450.0;17.0;1.0;2.0;1.0;1962.0
3395955;https://www.kv.ee/3395955;59.4333296;24.7746756;Keskmine;450.0;46.4;3.0;4.0;2.0;1961.0
3396814;https://www.kv.ee/3396814;59.4228698;24.7263887;Heas korras;750.0;33.0;;;2.0;
3397307;https://www.kv.ee/3397307;59.4257025;24.7326416;Uus;780.0;40.7;3.0;3.0;2.0;2021.0
3397489;https://www.kv.ee/3397489;59.4314123;24.7913055;Renoveeritud;507.0;30.3;1.0;5.0;1.0;
3397880;https://www.kv.ee/3397880;59.4148965;24.7424336;Heas korras;620.0;60.7;1.0;3.0;2.0;2016.0
3400058;https://www.kv.ee/3400058;59.4447684;24.7478849;Uus;1890.0;111.5;3.0;6.0;3.0;2011.0
3400246;https://www.kv.ee/3400246;59.437336;24.7442087;Renoveeritud;690.0;50.0;2.0;3.0;2.0;1807.0
3401777;https://www.kv.ee/3401777;59.4391276;24.7562392;Heas korras;700.0;39.8;6.0;7.0;2.0;2007.0
3402326;https://www.kv.ee/3402326;59.436297;24.8431251;San. remont tehtud;220.0;82.0;5.0;9.0;1.0;1981.0
3405539;https://www.kv.ee/3405539;59.4248053;24.7498288;Renoveeritud;430.0;23.3;1.0;2.0;1.0;1940.0
3406380;https://www.kv.ee/3406380;59.3981714;24.6468266;Uus;289.0;23.5;4.0;8.0;1.0;2022.0
3406406;https://www.kv.ee/3406406;59.3981714;24.6468266;Uus;419.0;19.6;;;1.0;2022.0
3406408;https://www.kv.ee/3406408;59.3981714;24.6468266;Uus;469.0;23.7;5.0;8.0;1.0;2022.0
3406409;https://www.kv.ee/3406409;59.3981714;24.6468266;Uus;519.0;31.9;;;1.0;2022.0
3406415;https://www.kv.ee/3406415;59.3981714;24.6468266;Uus;519.0;31.9;;;1.0;2022.0
3407465;https://www.kv.ee/3407465;59.4259047;24.7088236;Renoveeritud;525.0;33.0;4.0;5.0;2.0;1980.0
3407617;https://www.kv.ee/3407617;59.4256607;24.7419474;Renoveeritud;800.0;65.0;6.0;6.0;3.0;1957.0
3410149;https://www.kv.ee/3410149;59.4522066;24.6867957;Renoveeritud;525.0;39.1;3.0;4.0;2.0;
3411158;https://www.kv.ee/3411158;59.4303104;24.7168255;Renoveeritud;460.0;32.9;;;1.0;1950.0
3412014;https://www.kv.ee/3412014;59.4197741;24.7285889;Uus;600.0;37.0;;;2.0;2014.0
3416569;https://www.kv.ee/3416569;59.4197741;24.7285889;Heas korras;650.0;50.5;5.0;5.0;2.0;2014.0
3420260;https://www.kv.ee/3420260;59.4263353;24.751529;Renoveeritud;390.0;24.0;;;1.0;
3423631;https://www.kv.ee/3423631;59.4505515;24.7142256;Uus;425.0;32.0;3.0;4.0;1.0;
3423843;https://www.kv.ee/3423843;59.4090826;24.6630813;Uus;1200.0;75.0;6.0;8.0;4.0;2017.0
3425100;https://www.kv.ee/3425100;59.4372696;24.7752848;Heas korras;1200.0;75.9;5.0;6.0;3.0;
3425476;https://www.kv.ee/3425476;59.454326650716;24.6911665960909;Heas korras;530.0;63.7;1.0;3.0;3.0;
3426244;https://www.kv.ee/3426244;59.4306072;24.7522233;Renoveeritud;550.0;48.9;7.0;7.0;2.0;1969.0
3426703;https://www.kv.ee/3426703;59.4311603;24.7464089;Heas korras;650.0;38.0;2.0;9.0;2.0;2003.0
3429113;https://www.kv.ee/3429113;59.4069381;24.7037755;Keskmine;420.0;47.0;4.0;5.0;2.0;1971.0
3430191;https://www.kv.ee/3430191;59.4350128;24.7461081;Renoveeritud;690.0;60.0;4.0;6.0;2.0;1918.0
3433538;https://www.kv.ee/3433538;59.4484908;24.700723;Heas korras;799.0;54.7;2.0;7.0;3.0;2019.0
3434055;https://www.kv.ee/3434055;59.3755628;24.7191017;Keskmine;230.0;11.5;2.0;5.0;1.0;1963.0
3435680;https://www.kv.ee/3435680;59.4009992;24.673076;Renoveeritud;500.0;45.0;3.0;5.0;2.0;
3435853;https://www.kv.ee/3435853;59.4278241;24.772458;Renoveeritud;600.0;41.0;2.0;5.0;2.0;1938.0
3436537;https://www.kv.ee/3436537;59.4349065;24.7768742;Uus;650.0;35.4;3.0;5.0;1.0;2021.0
3436545;https://www.kv.ee/3436545;59.3981714;24.6468266;Uus;399.0;23.7;;;1.0;2022.0
3438644;https://www.kv.ee/3438644;59.4413584;24.7832036;Uus;730.0;66.7;2.0;4.0;2.0;2006.0
3438855;https://www.kv.ee/3438855;59.4335177;24.762027;Heas korras;650.0;47.6;6.0;10.0;2.0;2001.0
3440243;https://www.kv.ee/3440243;59.445391;24.7454726;Heas korras;890.0;59.4;2.0;5.0;3.0;2009.0
3440930;https://www.kv.ee/3440930;59.4464229;24.7470858;Uus;2290.0;65.4;5.0;5.0;2.0;2022.0
3441288;https://www.kv.ee/3441288;59.4311958;24.7912479;Heas korras;480.0;37.0;1.0;5.0;2.0;
3441743;https://www.kv.ee/3441743;59.413782;24.738524;Heas korras;990.0;97.5;7.0;15.0;3.0;2006.0
3442706;https://www.kv.ee/3442706;59.4175388470663;24.7392921915405;Heas korras;890.0;74.0;7.0;8.0;2.0;2014.0
3442982;https://www.kv.ee/3442982;59.4392467;24.7573782;Uus;950.0;43.0;;;2.0;2016.0
3443128;https://www.kv.ee/3443128;59.4320281;24.7594955;Renoveeritud;600.0;52.0;2.0;19.0;2.0;2003.0
3444528;https://www.kv.ee/3444528;59.4486684;24.7014821;Heas korras;799.0;54.8;7.0;7.0;3.0;2019.0
3444983;https://www.kv.ee/3444983;59.4022362;24.6896343;Renoveeritud;570.0;43.6;2.0;5.0;2.0;1966.0
3445906;https://www.kv.ee/3445906;59.4437983;24.8132733;Heas korras;630.0;51.5;6.0;9.0;2.0;2004.0
3446099;https://www.kv.ee/3446099;59.4616385;24.6768607;Uus;940.0;67.1;1.0;5.0;3.0;2021.0
3450188;https://www.kv.ee/3450188;59.44298370000001;24.7017114;Heas korras;470.0;45.0;4.0;5.0;2.0;1966.0
3453582;https://www.kv.ee/3453582;59.4296456;24.7543378;Renoveeritud;550.0;48.4;5.0;5.0;2.0;1938.0
3455223;https://www.kv.ee/3455223;59.437837989357;24.761983257894;Renoveeritud;570.0;18.0;;;1.0;2020.0
3458224;https://www.kv.ee/3458224;59.4355017;24.7488455;Renoveeritud;1350.0;101.4;5.0;7.0;3.0;1952.0
3459427;https://www.kv.ee/3459427;59.4090465;24.7293515;Uus;775.0;38.5;17.0;20.0;2.0;2020.0
3459826;https://www.kv.ee/3459826;59.4273447;24.753248;Renoveeritud;890.0;83.3;1.0;5.0;4.0;2004.0
3460308;https://www.kv.ee/3460308;59.4392467;24.7573782;Renoveeritud;1400.0;53.0;;;2.0;2018.0
3465777;https://www.kv.ee/3465777;59.4129083;24.6841208;Heas korras;825.0;61.6;6.0;6.0;3.0;2022.0
3465973;https://www.kv.ee/3465973;59.42858125;24.722451833437;;650.0;53.1;2.0;4.0;2.0;
3465978;https://www.kv.ee/3465978;59.4453918;24.726152;Keskmine;300.0;34.7;1.0;1.0;2.0;
3468992;https://www.kv.ee/3468992;59.4305926;24.7353559;Uus;650.0;38.3;3.0;3.0;2.0;2018.0
3474618;https://www.kv.ee/3474618;59.4284277;24.6532981;Heas korras;750.0;66.5;6.0;8.0;3.0;2007.0
3475880;https://www.kv.ee/3475880;59.425532;24.795182;Heas korras;750.0;71.3;2.0;3.0;3.0;
3475992;https://www.kv.ee/3475992;59.437336;24.7442087;Renoveeritud;650.0;42.1;1.0;3.0;2.0;1807.0
3476810;https://www.kv.ee/3476810;59.4309534;24.7586325;Heas korras;795.0;63.0;4.0;5.0;3.0;1958.0
3478508;https://www.kv.ee/3478508;59.4129083;24.6841208;Heas korras;799.0;57.8;6.0;6.0;3.0;2022.0
3478733;https://www.kv.ee/3478733;59.415033;24.714592;Heas korras;700.0;67.6;2.0;4.0;2.0;2007.0
3481287;https://www.kv.ee/3481287;59.4515;24.688821;Heas korras;165.0;12.3;2.0;4.0;1.0;1952.0
3482701;https://www.kv.ee/3482701;59.420849;24.727925;Uus;380.0;20.0;1.0;4.0;1.0;
3484953;https://www.kv.ee/3484953;59.427635;24.748789;Heas korras;490.0;34.7;5.0;5.0;1.0;1962.0
3487453;https://www.kv.ee/3487453;59.4134956;24.6770566;Heas korras;325.0;12.5;;;1.0;
3490403;https://www.kv.ee/3490403;59.4356945;24.7717862;;780.0;75.4;4.0;5.0;3.0;
3490940;https://www.kv.ee/3490940;59.41296;24.684064;Heas korras;645.0;40.3;5.0;6.0;2.0;2022.0
3490958;https://www.kv.ee/3490958;59.4312558;24.7905612;San. remont tehtud;400.0;39.4;1.0;4.0;2.0;1987.0
3493040;https://www.kv.ee/3493040;59.436331;24.825851;Renoveeritud;700.0;65.0;4.0;9.0;3.0;1978.0
3494730;https://www.kv.ee/3494730;59.436902;24.846149;Renoveeritud;420.0;32.9;3.0;5.0;1.0;1982.0
3495848;https://www.kv.ee/3495848;59.4023172;24.6753522;Renoveeritud;400.0;32.0;2.0;5.0;1.0;
3495925;https://www.kv.ee/3495925;59.454298;24.844905;Uus;450.0;30.0;5.0;5.0;1.0;2005.0
3503725;https://www.kv.ee/3503725;59.429004;24.7118696;Uus;650.0;47.1;1.0;3.0;2.0;
3505900;https://www.kv.ee/3505900;59.402099;24.727402;Uus;850.0;43.8;10.0;19.0;2.0;2021.0
3506299;https://www.kv.ee/3506299;59.455236;24.679692;Heas korras;450.0;28.8;3.0;4.0;1.0;1965.0
3508748;https://www.kv.ee/3508748;59.447052;24.735993;Heas korras;900.0;44.7;3.0;3.0;2.0;2018.0
3508786;https://www.kv.ee/3508786;59.422341;24.742067;Heas korras;500.0;53.0;2.0;6.0;2.0;1953.0
3511700;https://www.kv.ee/3511700;59.430189;24.76213;Heas korras;850.0;66.7;5.0;8.0;3.0;2015.0
3512628;https://www.kv.ee/3512628;59.4526891;24.7154989;Renoveeritud;450.0;35.4;2.0;3.0;2.0;1956.0
3513503;https://www.kv.ee/3513503;59.435822;24.747276;Heas korras;350.0;12.0;3.0;5.0;1.0;1934.0
3513519;https://www.kv.ee/3513519;59.4617974;24.6764816;Uus;700.0;38.2;1.0;4.0;2.0;2023.0
3513812;https://www.kv.ee/3513812;59.45575;24.688025;Uus;530.0;58.5;1.0;6.0;2.0;2000.0
3520885;https://www.kv.ee/3520885;59.4514908;24.6888212;Renoveeritud;290.0;19.1;4.0;4.0;1.0;1952.0
3521504;https://www.kv.ee/3521504;59.3971564;24.7080002;Heas korras;455.0;45.5;3.0;4.0;1.0;2003.0
3524811;https://www.kv.ee/3524811;59.4547253;24.842319;Heas korras;650.0;58.3;3.0;3.0;2.0;2008.0
3526750;https://www.kv.ee/3526750;59.4272759;24.7756457;Heas korras;500.0;41.1;1.0;5.0;2.0;1964.0
3529057;https://www.kv.ee/3529057;59.413799;24.676403;Uus;529.0;25.0;;;2.0;2023.0
3529084;https://www.kv.ee/3529084;59.413799;24.676403;Uus;399.0;17.0;;;1.0;2023.0
3534364;https://www.kv.ee/3534364;59.44953;24.697966;Renoveeritud;299.0;13.6;;;1.0;1962.0
3535659;https://www.kv.ee/3535659;59.425187;24.780763;Renoveeritud;999.0;50.8;11.0;14.0;1.0;
3536268;https://www.kv.ee/3536268;59.44953;24.697966;Renoveeritud;299.0;13.1;;;1.0;1962.0
3537009;https://www.kv.ee/3537009;59.423665;24.723475;Uus;650.0;45.0;3.0;3.0;2.0;2023.0
3539268;https://www.kv.ee/3539268;59.4279200477552;24.7741897595139;Uus;2200.0;100.5;4.0;6.0;4.0;2023.0
3541071;https://www.kv.ee/3541071;59.4378112;24.7073254;Heas korras;1100.0;89.3;2.0;3.0;4.0;2003.0
3541390;https://www.kv.ee/3541390;59.4480665;24.6913254;Renoveeritud;230.0;14.0;5.0;9.0;1.0;1978.0
3541682;https://www.kv.ee/3541682;59.392972;24.651667;Heas korras;459.0;24.4;;;2.0;2023.0
3541731;https://www.kv.ee/3541731;59.3928104;24.6518166;Heas korras;429.0;24.3;;;1.0;2023.0
3541732;https://www.kv.ee/3541732;59.392972;24.651667;Heas korras;419.0;19.6;;;1.0;2023.0
3541747;https://www.kv.ee/3541747;59.3928104;24.6518166;Heas korras;469.0;20.7;;;1.0;2023.0
3541753;https://www.kv.ee/3541753;59.3928104;24.6518166;Heas korras;479.0;18.1;;;1.0;2023.0
3541754;https://www.kv.ee/3541754;59.3928104;24.6518166;Heas korras;479.0;17.0;;;1.0;2023.0
3541755;https://www.kv.ee/3541755;59.392972;24.651667;Heas korras;449.0;13.0;;;1.0;2023.0
3541756;https://www.kv.ee/3541756;59.3928104;24.6518166;Heas korras;449.0;24.8;;;1.0;2023.0
3542389;https://www.kv.ee/3542389;59.4379118;24.7412154;Uus;1169.0;76.0;2.0;3.0;2.0;
3545145;https://www.kv.ee/3545145;59.4364552;24.7210684;Renoveeritud;550.0;34.0;1.0;3.0;2.0;
3548406;https://www.kv.ee/3548406;59.40323;24.650243;Heas korras;459.0;16.7;;;1.0;2020.0
3549695;https://www.kv.ee/3549695;59.4489656;24.6909906;Keskmine;300.0;16.4;3.0;4.0;1.0;
3552158;https://www.kv.ee/3552158;59.442002;24.754444;Uus;1500.0;42.0;3.0;6.0;1.0;2016.0
3554913;https://www.kv.ee/3554913;59.4306208;24.7485193;Heas korras;850.0;58.0;4.0;4.0;2.0;2005.0
3555426;https://www.kv.ee/3555426;59.428136;24.773924;Uus;900.0;50.3;4.0;6.0;2.0;2023.0
3556582;https://www.kv.ee/3556582;59.434822;24.765035;Heas korras;1000.0;120.0;5.0;5.0;4.0;1938.0
3557160;https://www.kv.ee/3557160;59.471996;24.831512;Renoveeritud;1200.0;83.0;3.0;4.0;3.0;2004.0
3557970;https://www.kv.ee/3557970;59.434838517227;24.726251056838;Valmis;490.0;42.4;7.0;9.0;2.0;1977.0
3559706;https://www.kv.ee/3559706;59.45542;24.682464;Heas korras;320.0;16.2;2.0;5.0;1.0;1987.0
3559988;https://www.kv.ee/3559988;59.413799;24.676403;Uus;419.0;16.0;;;1.0;2023.0
3560843;https://www.kv.ee/3560843;59.4349065;24.7768742;Uus;650.0;35.4;3.0;5.0;1.0;2021.0
3563773;https://www.kv.ee/3563773;59.4407831;24.781194;Heas korras;700.0;43.0;2.0;5.0;2.0;2008.0
3564025;https://www.kv.ee/3564025;59.39693;24.6783039;Renoveeritud;250.0;12.0;9.0;9.0;1.0;1970.0
3564177;https://www.kv.ee/3564177;59.4474599;24.7288976;Heas korras;350.0;38.5;3.0;4.0;1.0;1951.0
3564400;https://www.kv.ee/3564400;59.4531752;24.714285;Renoveeritud;620.0;39.7;4.0;4.0;2.0;
3564955;https://www.kv.ee/3564955;59.403234;24.671277;Keskmine;450.0;23.9;4.0;5.0;1.0;2018.0
3566088;https://www.kv.ee/3566088;59.463059;24.880714;Heas korras;700.0;79.4;1.0;4.0;2.0;2003.0
3570479;https://www.kv.ee/3570479;59.397241;24.680775;Heas korras;444.0;47.0;4.0;9.0;2.0;1972.0
3573946;https://www.kv.ee/3573946;59.404959;24.723167;Heas korras;1150.0;79.9;3.0;6.0;3.0;2018.0
3574145;https://www.kv.ee/3574145;59.4346738;24.8091917;Heas korras;750.0;54.6;7.0;14.0;2.0;2016.0
3574346;https://www.kv.ee/3574346;59.437269;24.807809;Uus;600.0;14.0;4.0;6.0;1.0;2020.0
3574351;https://www.kv.ee/3574351;59.437269;24.807809;Uus;690.0;21.0;5.0;6.0;1.0;2000.0
3574617;https://www.kv.ee/3574617;59.443593;24.738245;Heas korras;950.0;62.7;3.0;5.0;3.0;1992.0
3574969;https://www.kv.ee/3574969;59.483757;24.8552;Renoveeritud;790.0;72.1;2.0;3.0;3.0;2007.0
3575839;https://www.kv.ee/3575839;59.438057;24.7784018;Renoveeritud;300.0;23.0;;;1.0;
3577222;https://www.kv.ee/3577222;59.440713;24.749005;Renoveeritud;690.0;54.5;2.0;4.0;2.0;
3578053;https://www.kv.ee/3578053;59.439414;24.758035;Heas korras;1650.0;76.0;2.0;7.0;3.0;2017.0
3578598;https://www.kv.ee/3578598;59.428475;24.798352;Renoveeritud;500.0;40.7;3.0;4.0;2.0;1967.0
3578962;https://www.kv.ee/3578962;59.432303;24.770547;Uus;1700.0;104.3;1.0;2.0;3.0;2023.0
3579055;https://www.kv.ee/3579055;59.3928104;24.6518166;Heas korras;609.0;34.0;;;1.0;2023.0
3579122;https://www.kv.ee/3579122;59.392819;24.651805;Heas korras;519.0;28.0;;;1.0;2023.0
3585345;https://www.kv.ee/3585345;59.4307579;24.7502373;;1200.0;85.5;2.0;5.0;3.0;
